id,name
1426,редька
1427,редька белая
1428,редька зеленая
1429,редька черная
1430,репа
1431,репа белая
1432,ржаная закваска
1433,ржаная закваска густая
1434,ржаная мука
1435,ржаные отруби
1436,ригатони
1437,рикотта
1438,рикотта твердая
1439,рис
1440,рис арборио
1441,рис басмати
1442,рис бурый
1443,рис бурый и дикий смесь
1444,рис вареный
1445,рис виола
1446,рис девзира
1447,рис дикий
1448,рис дикий и золотистый смесь
1449,рис длиннозерный
1450,рис длиннозерный золотистый
1451,рис для плова
1452,рис для пудинга
1453,рис для ризотто
1454,рис для суши
1455,рис жасминовый
1456,рис золотистый
1457,рис индика
1458,рис италика
1459,рис карнароли
1460,рис красный
1461,рис круглозерный
1462,рис кубанский
1463,рис пропаренный
1464,рис пропаренный и дикий смесь
1465,рис японика
1466,рисовая бумага
1467,рисовая лапша
1468,рисовая мука
1469,рисовое вино
1470,рисовые хлопья
1471,рисовые шарики воздушные
1472,рисовый крахмал
1473,рисовый уксус
1474,рожь
1475,розмарин
1476,розмарин сушеный
1477,розовая вода
1478,розовые бутоны сушеные
1479,розовые лепестки
1480,розы
1481,рокфор
1482,ром
1483,ром темный
1484,ромашка сушеная
1485,ромовый экстракт
1486,ростбиф
1487,рукола
1488,рулька
1489,рыба
1490,рыба белая
1491,рыба белая филе
1492,рыба консервированная
1493,рыба копченая
1494,рыба копченая филе
1495,рыба красная
1496,рыба красная соленая
1497,рыба красная филе
1498,рыба морская
1499,рыба солнечник филе
1500,рыба-меч
1501,рыба-соль
1502,рыбное филе
1503,рыбные консервы
1504,рыбные кости
1505,"рыбные обрезки, головы, плавники"
1506,рыбный бульон
1507,рыбный соус
1508,рыбный соус Nam Pla
1509,рыбный соус тайский
1510,рыбный фарш
1511,рябина черноплодная
1512,рябчик
1513,ряженка
1514,ряженка 4%
1515,сайда
1516,сайда филе
1517,сайра
1518,сайра консервированная
1519,саке
1520,салака
1521,салат
1522,салат айсберг
1523,салат китайский
1524,салат корн
1525,салат кочанный
1526,салат кучерявый
1527,салат листовой
1528,салат романо
1529,салат фриссе
1530,салатный микс
1531,сало
1532,сало копченое в перце
1533,сало копченое с мясными прослойками
1534,сало с мясными прослойками
1535,сальник
1536,сальса
1537,сальса верде
1538,салями
1539,салями итальянская
1540,сардельки
1541,сардельки копченые
1542,сардинки маленькие
1543,сардины
1544,сардины в масле
1545,сахар
1546,сахар ванильный
1547,сахар демерара
1548,сахар жемчужный
1549,сахар коричневый
1550,сахар коричневый крупнокристаллический
1551,сахар мусковадо
1552,сахар пальмовый
1553,сахар тростниковый
1554,сахар-рафинад
1555,сахар-рафинад с корицей
1556,сахарная пудра
1557,сахарная пудра апельсиновая
1558,сахарная пудра ванильная
1559,сахарные жемчужинки
1560,сахарные кондитерские украшения
1561,сахарный песок
1562,сахарный песок крупный
1563,сахарный песок мелкий
1564,сахарный сироп
1565,сванская соль
1566,свекла
1567,свекла вареная
1568,свекольная ботва
1569,свекольные листья
1570,свиная вырезка
1571,свиная голова
1572,свиная грудинка
1573,свиная корейка
1574,свиная корейка копченая
1575,свиная корейка на кости
1576,свиная лопатка варено-копченая
1577,свиная мякоть
1578,свиная пашина
1579,свиная печень
1580,свиная рулька
1581,свиная рулька варено-копченая
1582,свиная рулька копченая
1583,свиная шейка
1584,свинина
1585,свинина вареная
1586,свинина нежирная
1587,свинина с жирком
1588,свиное сердце
1589,свиное филе
1590,свиной подчеревок
1591,свиной фарш
1592,свиной язык
1593,свиные котлеты на косточке
1594,свиные легкие
1595,свиные ножки
1596,свиные отбивные
1597,свиные отбивные на косточке
1598,свиные ребра
1599,свиные уши
1600,свиные щечки
1601,свити
1602,сельдерей
1603,сельдерей зелень
1604,сельдерей корень
1605,сельдерей корень сушеный
1606,сельдерей семена
1607,сельдерей стебли
1608,сельдерейная соль
1609,сельдь
1610,сельдь слабосоленая
1611,сельдь соленая
1612,сельдь филе
1613,семга
1614,семга копченая
1615,семга свежая
1616,семга соленая
1617,семга филе на коже
1618,семечки
1619,семечки смесь
1620,семолина
1621,сервелат варено-копченый
1622,сибас
1623,сидр
1624,сироп
1625,сироп от консервированных груш
1626,сироп от консервированных персиков
1627,сироп топинамбура
1628,скумбрия
1629,скумбрия свежая
1630,скумбрия филе
1631,скумбрия холодного копчения
1632,сливки
1633,сливки 10-20%
1634,сливки 15%
1635,сливки 20%
1636,сливки 33-35%
1637,сливки жирные
1638,сливки кондитерские
1639,сливовая паста
1640,сливовое варенье
1641,сливовое вино
1642,сливовый джем
1643,сливовый ликер
1644,сливовый соус
1645,сливочное масло
1646,сливы
1647,сливы замороженные
1648,смалец
1649,смесь для кекса
1650,смесь для оладий
1651,смесь для хлеба 8 злаков
1652,сметана
1653,сметана 10%
1654,сметана 15%
1655,сметана 18%
1656,сметана 20%
1657,сметана 25%
1658,сметана 30%
1659,сметана 35%
1660,сметана жирная
1661,сметана нежирная
1662,сметана некислая
1663,смородина сушеная
1664,смородиновые листья
1665,сморчки сухие
1666,снежок
1667,сныть
1668,сода
1669,соевая мука
1670,соевое масло
1671,соевое молоко
1672,соевые ростки
1673,соевый соус
1674,сок
1675,сок из красных апельсинов
1676,сок мультивитаминный
1677,сок юзу
1678,солод
1679,солод жидкий
1680,солод темный
1681,солодовый экстракт
1682,соломка
1683,соль
1684,соль гималайская
1685,соль крупного помола
1686,соль морская
1687,сом филе
1688,сосиски
1689,сосиски из куриного фарша
1690,сосиски копченые
1691,соус
1692,соус black bean
1693,соус sambal oelek
1694,соус барбекю
1695,соус краснодарский
1696,соус красный острый
1697,соус мирин
1698,соус наршараб
1699,соус острый
1700,соус песто
1701,соус сацебели
1702,соус табаско
1703,соус терияки
1704,соус ткемали
1705,соус ткемали благородный
1706,соус ткемали ранний
1707,соус устричный
1708,соус чили
1709,соус чили сладкий
1710,соус экзотический
1711,соя
1712,спагетти
1713,спагетти лунги
1714,спагетти № 3
1715,спагетти № 5
1716,спаржа
1717,спаржа белая
1718,спаржа зеленая
1719,спаржа молодая
1720,спек
1721,спельта
1722,спельтовая (полбяная) мука
1723,специи
1724,спирт
1725,спирулина порошок
1726,спред
1727,ставрида
1728,стейк семги
1729,стеклянная лапша
1730,страчателла
1731,судак
1732,судак филе
1733,судак филе на коже
1734,сулугуни
1735,сулугуни копченый
1736,сумах
1737,суповой набор
1738,сухари
1739,сухари белые
1740,сухари молотые
1741,сухари панировочные
1742,сухари ржаные
1743,сухарная крошка
1744,сухофрукты
1745,сухофрукты тропические
1746,сушки
1747,сыворотка
1748,сыр
1749,сыр tete de moine
1750,сыр Австрия блю
1751,сыр Маскарпоне
1752,сыр адыгейский
1753,сыр бри
1754,сыр буко
1755,сыр гауда
1756,сыр гойя
1757,сыр голландский
1758,сыр голубой
1759,сыр гравьера
1760,сыр джугас
1761,сыр домашний
1762,сыр дорблю
1763,сыр имеретинский
1764,сыр кефалотири
1765,сыр козий мягкий
1766,сыр козий твердый
1767,сыр колбасный
1768,сыр копченый
1769,сыр коттедж
1770,сыр мраморный
1771,сыр мягкий
1772,сыр овечий
1773,сыр панир
1774,сыр пеше миньон
1775,сыр плавленый
1776,сыр плавленый шоколадный
1777,сыр пластинками
1778,сыр полутвердый
1779,сыр провола
1780,сыр российский
1781,сыр с плесенью
1782,сыр с плесенью мягкий
1783,сыр скаморца
1784,сыр скаморца копченый
1785,сыр сливочный
1786,сыр твердый
1787,сыр филадельфия
1788,сыр фонтина
1789,сыр хаварти
1790,сыр швейцарский
1791,сырки творожные
1792,сычужный фермент
1793,таледжо
1794,тальолини
1795,тальятелле
1796,тальятелле-гнезда
1797,тамаринд
1798,тамариндовая паста
1799,тапиока
1800,тарталетки
1801,тартар
1802,тархун
1803,творог
1804,творог 18%
1805,творог 2%
1806,творог 5%
1807,творог 9%
1808,творог жирный
1809,творог зерненый
1810,творог обезжиренный
1811,творожная масса
1812,творожная паста
1813,творожный сыр
1814,творожный сыр соленый
1815,творожок клубничный
1816,текила
1817,телятина
1818,телятина вареная
1819,телячий фарш
1820,телячьи отбивные на косточке
1821,телячьи шницели
1822,телячьи эскалопы
1823,телячья вырезка
1824,телячья печень
1825,телячья щека
1826,тесто бездрожжевое
1827,тесто готовое
1828,тесто для вонтонов
1829,тесто для пиццы
1830,тесто дрожжевое
1831,тесто катаифи
1832,тесто макаронное
1833,тесто макаронное для лазаньи
1834,тесто пельменное
1835,тесто песочное
1836,тесто пресное
1837,тесто пряничное
1838,тесто слоеное
1839,тесто слоеное бездрожжевое
1840,тесто слоеное дрожжевое
1841,тесто фило
1842,тилапия
1843,тилапия филе
1844,тильзитер
1845,тимьян
1846,тимьян лимонный
1847,тимьян свежий
1848,тимьян сушеный
1849,ткемали
1850,тмин
1851,тмин молотый
1852,томатная паста
1853,томатное пюре
1854,томатный концентрат
1855,томатный порошок
1856,томатный сок
1857,томатный соус
1858,томатный соус итальянский
1859,томатный соус острый
1860,томатный соус с базиликом
1861,тоник
1862,топинамбур
1863,топленое масло
1864,тортильи
1865,тортильони
1866,тофу
1867,травы ароматные
1868,травы пряные с перцем
1869,травы сухие
1870,треска
1871,треска печень
1872,треска филе
1873,трюфель
1874,трюфель черный
1875,трюфельная крошка
1876,трюфельное масло
1877,тунец
1878,тунец консервированный
1879,тунец филе
1880,тушенка
1881,тыква
1882,тыквенное масло
1883,тыквенное пюре
1884,тыквенные семечки
1885,тюлька свежая
1886,угорь
1887,угорь копченый
1888,угурт
1889,укроп
1890,укроп свежий
1891,укроп сушеный
1892,укропное семя
1893,уксус
1894,уксус 9%
1895,уксус из сидра
1896,уксус столовый
1897,уксусная эссенция
1898,улитки
1899,улитки виноградные
1900,урюк
1901,устрицы
1902,утиная грудка
1903,утиная печень
1904,утиное филе
1905,утиные бедрышки
1906,утиные ножки
1907,утка
1908,утка печеная
1909,утка тушка
1910,уцхо-сунели
1911,фазан
1912,фарш (баранина и говядина)
1913,фарш (свинина и курица)
1914,фасоль
1915,фасоль белая
1916,фасоль белая консервированная
1917,фасоль белая лима
1918,фасоль зеленая стручковая
1919,фасоль кенийская
1920,фасоль кидни красная
1921,фасоль консервированная
1922,фасоль красная
1923,фасоль красная вареная
1924,фасоль красная консервированная
1925,фасоль молодая замороженная
1926,фасоль пинто
1927,фасоль спаржевая вареная
1928,фасоль стручковая
1929,фасоль стручковая замороженная
1930,фасоль стручковая консервированная
1931,фасоль черный глаз
1932,фейхоа
1933,фенхель
1934,фенхель семена
1935,фенхель семена молотые
1936,фестонате
1937,фета
1938,фетаки
1939,фетакса
1940,феттучине
1941,фиалки засахаренные
1942,фиалковый сироп
1943,физалис
1944,филе красного окуня
1945,филе лосося
1946,филе палтуса
1947,финики
1948,финики без косточек
1949,финики иранские
1950,финики иранские без косточек
1951,фисташки
1952,фисташки очищенные
1953,фисташки очищенные несоленые
1954,фисташки рубленые
1955,фисташковая мука
1956,фисташковая паста
1957,фисташковое масло
1958,фокачча
1959,форель
1960,форель вареная
1961,форель горячего копчения
1962,форель озерная свежая
1963,форель слабосоленая
1964,форель стейки
1965,форель филе
1966,форель холодного копчения
1967,фрикадельки
1968,фрукт дракона
1969,фруктовый сироп
1970,фруктовый сок
1971,фруктовый сок без сахара
1972,фруктоза
1973,фрукты
1974,фрукты консервированные
1975,фундук
1976,фундучная мука
1977,фунчоза
1978,халва
1979,халва ванильная
1980,халва подсолнечная
1981,халуми
1982,хамон
1983,хек
1984,хек филе
1985,херес
1986,хересный уксус
1987,хлеб
1988,хлеб 7 злаков
1989,хлеб белый
1990,хлеб белый сухой
1991,хлеб бородинский
1992,хлеб датский ржаной
1993,хлеб для сэндвичей
1994,хлеб ржаной
1995,хлеб с кунжутом
1996,хлеб серый
1997,хлеб цельнозерновой
1998,хлебная крошка
1999,хлебцы пшенично-ржаные цельнозерновые
2000,хлопья 4 злака
2001,хлопья 5 злаков
2002,хлопья 7 злаков
2003,хлопья быстрого приготовления
2004,хлорид кальция
2005,хмели-сунели
2006,хмель
2007,хрен
2008,хрен протертый
2009,хрен со сливками
2010,хурма
2011,хурма спелая
2012,цесарка тушка
2013,цикорий
2014,цитроновые цукаты
2015,цитрусовые цукаты
2016,цитрусовый свежевыжатый сок
2017,цукаты
2018,цукини
2019,цукини цветы
2020,цыплята
2021,цыплята-корнишоны
2022,чабер
2023,чабрец
2024,чабрец сушеный
2025,чай дарджилинг
2026,чай жасминовый
2027,чай зеленый
2028,чай копченый лапсанг сушонг
2029,чай красный
2030,чай ройбуш
2031,чай черный
2032,чай черный крупнолистовой
2033,чай черный со специями
2034,чай эрл грей
2035,чатни манго
2036,чеддер
2037,черемуха
2038,черемуховая мука
2039,черемша
2040,черешневый джем
2041,черешня
2042,черешня консервированная без косточек
2043,черная смородина
2044,черника
2045,черника замороженная
2046,чернила каракатицы
2047,черничный джем
2048,чернослив
2049,чернослив без косточек
2050,чернослив вяленый
2051,чернослив копченый без косточек
2052,черносмородиновое варенье
2053,черносмородиновый джем
2054,чеснок
2055,чеснок молодой
2056,чеснок сушеный
2057,чесночная соль
2058,чесночное масло
2059,чесночный порошок
2060,чечевица
2061,чечевица вареная
2062,чечевица зеленая
2063,чечевица красная
2064,чечил спагетти
2065,чиа семена
2066,чиабатта
2067,чипотле молотый
2068,чипсы
2069,чоризо
2070,шалфей
2071,шалфей свежий
2072,шалфей сушеный
2073,шампанское
2074,шампанское советское
2075,шампанское сухое
2076,шампиньоны
2077,шампиньоны замороженные
2078,шампиньоны консервированные
2079,шампиньоны маринованные
2080,шампиньоны свежие
2081,шафран
2082,шафран имеретинский
2083,шафран молотый
2084,шафран нити
2085,шелковица
2086,шелковица сушеная
2087,шиповник
2088,шиповниковый сироп
2089,шнапс
2090,шнитт-лук
2091,шоколад
2092,шоколад белый
2093,шоколад горький с апельсиновой цедрой
2094,шоколад молочный
2095,шоколад мятный
2096,шоколад полусладкий
2097,шоколад с орехами
2098,шоколад черный горький
2099,шоколад черный горький 70%
2100,шоколад черный горький 75%
2101,шоколад черный горький 85%
2102,шоколадная паста
2103,шоколадная стружка
2104,шоколадно-ореховая паста
2105,шоколадное масло
2106,шоколадные горошины
2107,шоколадные капли
2108,шоколадные капли белые
2109,шоколадные конфеты
2110,шоколадные хлопья
2111,шоколадные шарики из готовых завтраков
2112,шоколадный ликер
2113,шоколадный сироп
2114,шоколадный соус
2115,шортенинг
2116,шпик
2117,шпик копченый
2118,шпинат
2119,шпинат замороженный
2120,шпинат молодой
2121,шпинат свежий
2122,шпроты
2123,шпроты в масле
2124,шрот
2125,щавель замороженный
2126,щавель свежий
2127,щука
2128,щука филе
2129,эгг-ног
2130,эдам
2131,эль
2132,эмменталь
2133,эскалоп
2134,эстрагон
2135,эстрагон сушеный
2136,яблоки
2137,яблоки антоновка
2138,яблоки гала
2139,яблоки голден
2140,яблоки гренни смит
2141,яблоки зеленые
2142,яблоки красные
2143,яблоки моченые
2144,яблоки нетвердых сортов
2145,яблоки сладкие
2146,яблоки сушеные
2147,яблочная эссенция
2148,яблочное варенье
2149,яблочное повидло
2150,яблочное пюре
2151,яблочные чипсы
2152,яблочный джем
2153,яблочный сироп
2154,яблочный сок
2155,яблочный соус
2156,яблочный уксус
2157,ягнятина
2158,ягнятина кострец
2159,ягнятина фарш
2160,ягнячьи отбивные на косточке
2161,ягнячья голень нарубленная
2162,ягнячья корейка
2163,ягодное варенье
2164,ягодное желе
2165,ягодный сироп
2166,ягодный сок
2167,ягодный соус кислый
2168,ягоды
2169,ягоды вяленые
2170,ягоды замороженные
2171,ягоды лесные
2172,ягоды лесные замороженные
2173,яичные белки
2174,яичные желтки
2175,яичные желтки вареные
2176,яичные желтки крупные
2177,яичный меланж
2178,яичный порошок
2179,яйца куриные
2180,яйца куриные крупные
2181,яйца перепелиные
2182,японская крошка панко
2183,ячменные хлопья
2184,ячмень
2185,ячневая крупа
2186,ёрш-носарь
